Episode,Published,Views,Likes,Comments,ID,Time (sec),URL
Lord of the Rings: The Fellowship of the Ring - Extra Sci Fi - Part 1,2019-01-23,378511,13899,603,yroB91bcr-4,383.0,https://www.youtube.com/watch?v=yroB91bcr-4
Watch Extra Credits - Because Learning Matters,2019-01-22,660407,2170,,27U0O3Eeo1I,43.0,https://www.youtube.com/watch?v=27U0O3Eeo1I
Sun Yat-sen - A Bombing in Wuchang - Part 4 - Extra History,2019-01-19,983066,23960,932,ibj1IZ-w60s,614.0,https://www.youtube.com/watch?v=ibj1IZ-w60s
Tolkien and Herbert - The World Builders - Extra Sci Fi,2019-01-16,356318,15061,707,oUqd_3OKu-I,499.0,https://www.youtube.com/watch?v=oUqd_3OKu-I
The Isle of Destiny - Celtic Myth - Extra Mythology - Part 1,2019-01-14,1087117,28584,1152,EfPfWsVRAkg,440.0,https://www.youtube.com/watch?v=EfPfWsVRAkg
Sun Yat-sen - An Army in Exile - Part 3 - Extra History,2019-01-12,1145648,25527,1030,uOIdiZ2zjUU,647.0,https://www.youtube.com/watch?v=uOIdiZ2zjUU
Sun Yat-sen - A Kidnapping in London - Part 2 - Extra History,2018-12-22,1441603,28297,1206,bt1TZHXkQ4Y,648.0,https://www.youtube.com/watch?v=bt1TZHXkQ4Y
End of the Year Update 2018!,2018-12-20,73260,3481,427,NRHf-ZyaCug,281.0,https://www.youtube.com/watch?v=NRHf-ZyaCug
Krampus - Christmas Demon - European Legend - Extra Mythology,2018-12-17,1640192,45352,2816,12_Z93KZnfA,552.0,https://www.youtube.com/watch?v=12_Z93KZnfA
Sun Yat-sen - A Killing in Hong Kong - Part 1 - Extra History,2018-12-16,1968460,39283,1563,01vuhp5WgXM,676.0,https://www.youtube.com/watch?v=01vuhp5WgXM
"♫ ""March of the Northmen"" by Tiffany Román - Instrumental Music - Extra History",2018-12-08,142144,2792,127,X5DitVQ8DRw,116.0,https://www.youtube.com/watch?v=X5DitVQ8DRw
Viking Expansion - Lies - Extra History,2018-12-08,171644,3186,316,rAI4zRaNO3I,1770.0,https://www.youtube.com/watch?v=rAI4zRaNO3I
Izanami and Izanagi - Underworld Blues - Japanese - Extra Mythology,2018-12-03,1218860,39448,2577,BGPo-TvgiGc,406.0,https://www.youtube.com/watch?v=BGPo-TvgiGc
Viking Expansion - Wine Land - Part 6 - Extra History,2018-12-01,817121,22002,1332,SITsfX15jw0,659.0,https://www.youtube.com/watch?v=SITsfX15jw0
Defense of Poland 2: Under Siege | WW2 | Extra History,2018-11-29,1498858,35346,2973,20fFU_OqB0M,711.0,https://www.youtube.com/watch?v=20fFU_OqB0M
Viking Expansion - A Song of Ice and Greenland - Part 5 - Extra History,2018-11-24,826959,18740,889,kTB8131aGJo,572.0,https://www.youtube.com/watch?v=kTB8131aGJo
Defense of Poland 1: The Battle of the Border | WW2 | Extra History,2018-11-22,2413860,47777,3472,I47vCycUSW4,741.0,https://www.youtube.com/watch?v=I47vCycUSW4
Perseus - Medusa - Greek - Extra Mythology,2018-11-19,1067504,23334,1243,Benf85fIWfg,448.0,https://www.youtube.com/watch?v=Benf85fIWfg
Viking Expansion - The Lands of the Rus - Part 4 - Extra History,2018-11-17,994686,22754,1565,fhz4Fe25rik,651.0,https://www.youtube.com/watch?v=fhz4Fe25rik
Viking Expansion - Ireland - Part 3 - Extra History,2018-11-10,1146862,23736,1038,ms3-rhnbw9U,673.0,https://www.youtube.com/watch?v=ms3-rhnbw9U
Perseus - Plans of Bismarckian Proportion - Greek - Extra Mythology,2018-11-05,1387741,27673,1081,YAhtYq62WOc,472.0,https://www.youtube.com/watch?v=YAhtYq62WOc
Viking Expansion - Rollo the Walker - Part 2 - Extra History,2018-11-03,1364511,28793,1637,IOnjG7ocZmI,714.0,https://www.youtube.com/watch?v=IOnjG7ocZmI
"♫""Subatomic Fugue"" by Tiffany Román - Instrumental Music - Extra History",2018-10-28,96232,1755,132,TSr3O9juwt4,106.0,https://www.youtube.com/watch?v=TSr3O9juwt4
Viking Expansion - The Serpent-Riders - Part 1 - Extra History,2018-10-27,1650885,35008,1604,sxItyrp55g8,659.0,https://www.youtube.com/watch?v=sxItyrp55g8
Prometheus - The Making of Man - Greek - Extra Mythology,2018-10-22,1136347,29980,1681,nOewVh0umdM,581.0,https://www.youtube.com/watch?v=nOewVh0umdM
Quantum Computing - The World of the Future - Part 6 - Extra History,2018-10-21,334341,9918,736,HWxhQKo3Vh4,544.0,https://www.youtube.com/watch?v=HWxhQKo3Vh4
"♫ ""Candhi Ayu"" by Tiffany Román - Instrumental Music - Extra History",2018-10-20,106899,2133,149,Zw5Memcq0Mo,73.0,https://www.youtube.com/watch?v=Zw5Memcq0Mo
Kingdom of Majapahit - Lies - Extra History,2018-10-20,206751,5469,755,v826Hrhupww,1360.0,https://www.youtube.com/watch?v=v826Hrhupww
October Update! (Happy Halloween!),2018-10-17,56727,3179,369,-mTsNWDuZmA,328.0,https://www.youtube.com/watch?v=-mTsNWDuZmA
Quantum Computing - Decoherence - Part 5 - Extra History,2018-10-14,418263,10433,465,LsxJmHS0cc8,420.0,https://www.youtube.com/watch?v=LsxJmHS0cc8
"Julie d'Aubigny - Duelist, Singer, Radical - Extra History",2018-10-13,1149213,44852,2858,6QaBYLAOaSY,598.0,https://www.youtube.com/watch?v=6QaBYLAOaSY
The True Frontier - Alfred Bester - Extra Sci Fi,2018-10-10,151018,5783,390,DxUgQ5zYvWk,422.0,https://www.youtube.com/watch?v=DxUgQ5zYvWk
Prometheus - Origins - Greek - Extra Mythology,2018-10-08,1269887,35209,1817,duzoedPyySk,466.0,https://www.youtube.com/watch?v=duzoedPyySk
Quantum Computing - Spooky Action at a Distance - Part 4 - Extra History,2018-10-07,427256,12363,647,sITpTx5GL-w,389.0,https://www.youtube.com/watch?v=sITpTx5GL-w
Kingdom of Majapahit - Changing Winds - Part 5 - Extra History,2018-10-06,872554,25294,2044,1gGoSOpf34E,741.0,https://www.youtube.com/watch?v=1gGoSOpf34E
Extra Mythology Series Announcement!,2018-10-04,192726,9433,1086,Af_2X1ijFiM,107.0,https://www.youtube.com/watch?v=Af_2X1ijFiM
The True Frontier - Cordwainer Smith - Extra Sci Fi,2018-10-03,174495,6921,323,21Uyx0eJgIo,503.0,https://www.youtube.com/watch?v=21Uyx0eJgIo
Quantum Computing - The Einstein-Bohr Debates - Part 3 - Extra History,2018-09-30,605422,16662,714,8PUi0I02Mdc,652.0,https://www.youtube.com/watch?v=8PUi0I02Mdc
Kingdom of Majapahit - The Golden Reign - Part 4 - Extra History,2018-09-29,971974,25865,2004,k_7lo61DkBM,650.0,https://www.youtube.com/watch?v=k_7lo61DkBM
Arthur C. Clarke - Beyond Human - Extra Sci Fi - Part 2,2018-09-26,165504,6490,410,lX1lMv0K6rE,379.0,https://www.youtube.com/watch?v=lX1lMv0K6rE
Quantum Computing - Electron Boogaloo - Part 2 - Extra History,2018-09-23,568170,13562,844,2i02SQ5SFaU,599.0,https://www.youtube.com/watch?v=2i02SQ5SFaU
Kingdom of Majapahit - Master of Intrigue - Part 3 - Extra History,2018-09-22,1080279,25239,1603,WOw9feCjpME,645.0,https://www.youtube.com/watch?v=WOw9feCjpME
Arthur C. Clarke - Master of Science Fiction - Extra Sci Fi - Part 1,2018-09-19,223689,7227,302,e8LBmjc6Wz0,350.0,https://www.youtube.com/watch?v=e8LBmjc6Wz0
Quantum Computing - The Foundation of Everything - Part 1 - Extra History,2018-09-16,824249,23083,1516,iol5936dZho,526.0,https://www.youtube.com/watch?v=iol5936dZho
Kingdom of Majapahit - Wrath of the Khan - Part 2 - Extra History,2018-09-15,1331639,30014,2197,bZKHATDgPO0,592.0,https://www.youtube.com/watch?v=bZKHATDgPO0
Battle of Saipan 2: Suicide Island | WW2 | Extra History,2018-09-13,1536484,32140,1966,dDvuXO9REMM,711.0,https://www.youtube.com/watch?v=dDvuXO9REMM
Battle of Saipan 1: Steel and Coral | WW2 | Extra History,2018-09-06,2236372,36295,1946,y9qi1Ge3ThY,678.0,https://www.youtube.com/watch?v=y9qi1Ge3ThY
September EC News!,2018-08-29,74413,2580,,fslUfdfbdFM,81.0,https://www.youtube.com/watch?v=fslUfdfbdFM
"The History of Virtual Reality - Cyberpunk, Anime, and the Movies - Extra Sci Fi - Part 2",2018-08-29,142420,5067,591,fUraQf_kHSs,536.0,https://www.youtube.com/watch?v=fUraQf_kHSs
Kingdom of Majapahit - An Empire of Water - Part 1 - Extra History,2018-08-25,2236923,56406,5655,n4zGw2OewIk,636.0,https://www.youtube.com/watch?v=n4zGw2OewIk
ANNOUNCEMENT - The Partisans: An Extra Politics Board Game,2018-08-23,71302,3040,282,Jv-kcu98C5I,129.0,https://www.youtube.com/watch?v=Jv-kcu98C5I
The History of Virtual Reality - A New Place to Call Home - Extra Sci Fi - Part 1,2018-08-22,164716,5908,434,bWIyzoqG-1Q,458.0,https://www.youtube.com/watch?v=bWIyzoqG-1Q
"♫ ""The Cytokine Storm"" by Tiffany Román - Instrumental Music - Extra History",2018-08-18,159608,2651,265,5FAA-rhA2Qo,92.0,https://www.youtube.com/watch?v=5FAA-rhA2Qo
The 1918 Flu Pandemic - Lies - Extra History,2018-08-18,288787,5776,601,fyyes_IMNoo,1219.0,https://www.youtube.com/watch?v=fyyes_IMNoo
Robert Heinlein - Highs and Lows - Part 2,2018-08-15,212560,7335,1143,p8AyxQ-J1no,603.0,https://www.youtube.com/watch?v=p8AyxQ-J1no
The 1918 Flu Pandemic - The Forgotten Plague - Part 6 - Extra History,2018-08-11,1421407,36083,4078,NSLKFwXBdbg,625.0,https://www.youtube.com/watch?v=NSLKFwXBdbg
Robert Heinlein - Rise - Extra Sci Fi - Part 1,2018-08-08,227249,7278,652,XaWMe5nC9SA,373.0,https://www.youtube.com/watch?v=XaWMe5nC9SA
The 1918 Flu Pandemic - Leviathan - Part 5 - Extra History,2018-08-04,1544948,29274,2015,QSxaojFNAsU,626.0,https://www.youtube.com/watch?v=QSxaojFNAsU
Isaac Asimov - Foundation & Empire - Extra Sci Fi - Part 3,2018-08-01,273049,9472,634,8OFg-lFmGJg,380.0,https://www.youtube.com/watch?v=8OFg-lFmGJg
The 1918 Flu Pandemic - Fighting the Ghost - Part 4 - Extra History,2018-07-28,1558284,29189,2100,dHGz4QvDVlM,593.0,https://www.youtube.com/watch?v=dHGz4QvDVlM
Pellagra - A Medical Mystery - Extra History,2018-07-26,1613412,38109,2024,reYKBgdrZsM,663.0,https://www.youtube.com/watch?v=reYKBgdrZsM
Isaac Asimov - Laws of Robotics - Extra Sci Fi - Part 2,2018-07-25,334225,10626,720,3teiT--QGzo,422.0,https://www.youtube.com/watch?v=3teiT--QGzo
Fixing the Game - How to Patch Gerrymandering - Extra Politics - #8,2018-07-24,174535,8640,870,sUVAgejhLaE,612.0,https://www.youtube.com/watch?v=sUVAgejhLaE
The 1918 Flu Pandemic - Order More Coffins - Part 3 - Extra History,2018-07-21,1613769,31007,1999,RHlYBBZL_y8,610.0,https://www.youtube.com/watch?v=RHlYBBZL_y8
Isaac Asimov - Master of Science - Extra Sci Fi - Part 1,2018-07-18,383838,11258,450,RGdcmupG7aA,499.0,https://www.youtube.com/watch?v=RGdcmupG7aA
Is the Game Broken? - Designer's Intent and the Triple Power Rule - Extra Politics - #7,2018-07-17,187923,6962,701,ryMICt4eppA,471.0,https://www.youtube.com/watch?v=ryMICt4eppA
The 1918 Flu Pandemic - Trench Fever - Part 2 - Extra History,2018-07-14,1958594,33865,1834,Gt-VQGNiSWU,570.0,https://www.youtube.com/watch?v=Gt-VQGNiSWU
The Golden Age of Science Fiction - Modernity Begins - Extra Sci Fi,2018-07-11,191259,5765,322,174-Gch95uY,353.0,https://www.youtube.com/watch?v=174-Gch95uY
"Who Writes the Rules? - Rules, Part 3 - Extra Politics - Part 6",2018-07-10,179744,6940,696,qEUfC7hk5tM,458.0,https://www.youtube.com/watch?v=qEUfC7hk5tM
The 1918 Flu Pandemic - Emergence  - Part 1 - Extra History,2018-07-07,3584694,58943,5318,XQ9WX4qVxEo,561.0,https://www.youtube.com/watch?v=XQ9WX4qVxEo
"Cheating - Rules, Part 2 - Extra Politics - Part 5",2018-07-03,246511,7976,602,PqXIdVEo-9U,643.0,https://www.youtube.com/watch?v=PqXIdVEo-9U
History of Non-Euclidean Geometry - Lies - Part 6 - Extra History - Part 6,2018-06-30,167535,3886,238,icpzi9sX_58,712.0,https://www.youtube.com/watch?v=icpzi9sX_58
"♫ ""Postulate 5"" by Sean and Dean Kiner - Instrumental Music - Extra History",2018-06-30,183579,2916,226,jZtt0xCuw4o,220.0,https://www.youtube.com/watch?v=jZtt0xCuw4o
"The Rules of Society - Rules, Part 1 - Extra Politics - Part 4",2018-06-26,247216,10001,868,gK1dZ67MLjY,474.0,https://www.youtube.com/watch?v=gK1dZ67MLjY
The History of Non-Euclidean Geometry - The World We Know - Part 5 - Extra History,2018-06-23,865927,29645,1324,RJHi7xJV7QY,523.0,https://www.youtube.com/watch?v=RJHi7xJV7QY
"Catch-up Mechanics - The Role of the Press, Third Parties, and Money - Extra Politics - Part 3",2018-06-19,234019,8484,578,uz0N-jlkXZM,491.0,https://www.youtube.com/watch?v=uz0N-jlkXZM
The History of Non-Euclidean Geometry - A Most Terrible Possibility - Part 4 - Extra History,2018-06-16,984696,23664,1227,i5goUkT1irw,472.0,https://www.youtube.com/watch?v=i5goUkT1irw
The Battle of Thermopylae - East vs. West - Part 2 - Extra History,2018-06-14,1663275,37497,1604,Fvd9vxyCgCA,631.0,https://www.youtube.com/watch?v=Fvd9vxyCgCA
Polls vs Win Charts - Positional Heuristics - Extra Politics - Part 2,2018-06-12,262273,9422,642,1wZphSHtnAg,539.0,https://www.youtube.com/watch?v=1wZphSHtnAg
The History of Non-Euclidean Geometry - Squaring the Circle - Part 3 - Extra History,2018-06-09,1000917,25290,1303,H74AayZkpXg,594.0,https://www.youtube.com/watch?v=H74AayZkpXg
The Battle of Thermopylae - The Hellenic Alliance - Part 1 - Extra History,2018-06-07,2469561,45962,2208,FwitONWEgsk,624.0,https://www.youtube.com/watch?v=FwitONWEgsk
"Points, Actions, and Marginal Votes - The Game of Elections - Extra Politics - Part 1",2018-06-05,369992,16847,1502,Xm-L9cIRdmY,670.0,https://www.youtube.com/watch?v=Xm-L9cIRdmY
The History of Non-Euclidean Geometry - The Great Quest  - Part 2 - Extra History,2018-06-02,1207163,30587,1460,vUWKMo5scKY,483.0,https://www.youtube.com/watch?v=vUWKMo5scKY
The History of Non-Euclidean Geometry - Sacred Geometry - Part 1 - Extra History,2018-05-26,1738029,39466,1821,nkvVR-sKJT8,437.0,https://www.youtube.com/watch?v=nkvVR-sKJT8
ANNOUNCEMENT: Next Season of Extra Sci Fi!,2018-05-23,82649,2310,235,_5TrCIgdEKQ,38.0,https://www.youtube.com/watch?v=_5TrCIgdEKQ
"♫ ""Wealth Beyond Dreams"" by Sean and Dean Kiner  - Instrumental Music - Extra History",2018-05-19,125096,1971,107,zAeKkS-e3WE,76.0,https://www.youtube.com/watch?v=zAeKkS-e3WE
The Empire of Mali - Lies - Extra History,2018-05-19,147738,3212,199,-DWZUvDleSQ,870.0,https://www.youtube.com/watch?v=-DWZUvDleSQ
John W. Campbell Reshapes Sci-Fi - Pulp! Astounding Stories - Extra Sci Fi,2018-05-16,196096,7258,415,Ctpvd2VvukQ,516.0,https://www.youtube.com/watch?v=Ctpvd2VvukQ
The Empire of Mali - The Final Bloody Act - Extra History - Part 5,2018-05-12,845071,21099,1021,Mi79VdOCXGc,652.0,https://www.youtube.com/watch?v=Mi79VdOCXGc
Comics and Hard-Boiled - Pulp! Noir - Extra Sci Fi,2018-05-09,242412,8392,336,DdzjNmbHq4g,391.0,https://www.youtube.com/watch?v=DdzjNmbHq4g
The Empire of Mali - The Cracks Begin to Show - Extra History - Part 4,2018-05-05,978733,19676,915,lkTF0TGBDNc,538.0,https://www.youtube.com/watch?v=lkTF0TGBDNc
Lovecraft & Howard - Pulp! Weird Tales - Extra Sci Fi,2018-05-02,576713,21221,1170,8dnrcVZIK7M,519.0,https://www.youtube.com/watch?v=8dnrcVZIK7M
The Empire of Mali - Mansa Musa - Extra History - Part 3,2018-04-28,1491062,26310,1339,4-Un2xx6Pzo,490.0,https://www.youtube.com/watch?v=4-Un2xx6Pzo
Hugo Gernsback - Pulp! Amazing Stories - Extra Sci Fi,2018-04-25,173125,6246,225,2CnS-ZNvRDs,388.0,https://www.youtube.com/watch?v=2CnS-ZNvRDs
The Empire of Mali - An Empire of Trade and Faith - Extra History - Part 2,2018-04-21,1465549,28294,1351,YPytwp5ll9g,619.0,https://www.youtube.com/watch?v=YPytwp5ll9g
Yggdrasil - Nine Worlds of the Norse - Extra Mythology,2018-04-20,1584493,39161,1785,HIL7TAO1cT4,410.0,https://www.youtube.com/watch?v=HIL7TAO1cT4
Lord Dunsany - The History of Sci Fi - Extra Sci Fi - Part 6,2018-04-18,277037,11106,530,WumW5gIw9xs,538.0,https://www.youtube.com/watch?v=WumW5gIw9xs
"ANNOUNCEMENT: A Dreamer's Tales, by Lord Dunsany, Available Now! - Extra Sci Fi",2018-04-18,80572,3718,324,FgCt0RFJskQ,144.0,https://www.youtube.com/watch?v=FgCt0RFJskQ
The Empire of Mali - The Twang of a Bow - Extra History - Part 1,2018-04-14,2325963,37903,1748,UkayShPilkw,530.0,https://www.youtube.com/watch?v=UkayShPilkw
The Danelaw - The Fall of Eric Bloodaxe - Extra History - Part 2,2018-04-12,1334003,26274,1080,MvM3wPGAUjE,636.0,https://www.youtube.com/watch?v=MvM3wPGAUjE
The Aesir-Vanir War - Norse - Extra Mythology,2018-04-09,1399173,34404,1819,g9TET6YTYrk,369.0,https://www.youtube.com/watch?v=g9TET6YTYrk
The Triangle Shirtwaist Fire - Horror in Manhattan - Extra History,2018-04-07,1393178,33483,2036,8-fwdc3OSaU,641.0,https://www.youtube.com/watch?v=8-fwdc3OSaU
The Danelaw - Alfred vs. Guthrum - Extra History - Part 1,2018-04-05,2220564,39128,2008,_K6P3T0NIjo,656.0,https://www.youtube.com/watch?v=_K6P3T0NIjo
The Forgotten Foundations Part 2 - The History of Sci Fi - Extra Sci Fi - Part 5,2018-04-03,244226,8149,400,WeITe57qWjk,461.0,https://www.youtube.com/watch?v=WeITe57qWjk
Genghis Khan - Lies - Extra History,2018-03-31,297372,6595,567,rSg5Lx5RqUA,918.0,https://www.youtube.com/watch?v=rSg5Lx5RqUA
"♫ ""The Infinite Steppe"" by Sean and Dean Kiner - Instrumental Music - Extra History",2018-03-31,232641,4075,270,flaRyx90YJo,118.0,https://www.youtube.com/watch?v=flaRyx90YJo
The Forgotten Foundations Part 1 - The History of Sci Fi - Extra Sci Fi - Part 4,2018-03-28,303399,9954,364,CIG6I_SpYs4,470.0,https://www.youtube.com/watch?v=CIG6I_SpYs4
Genghis Khan - The Final Conquering Years - Extra History - Part 6,2018-03-24,2869276,66367,4207,aKQ-djCmsrQ,605.0,https://www.youtube.com/watch?v=aKQ-djCmsrQ
The History of Science Fiction - Pseudo-Science - Extra Sci Fi - Part 3,2018-03-21,256763,8341,468,v9aIP-Z8Pko,403.0,https://www.youtube.com/watch?v=v9aIP-Z8Pko
Genghis Khan - Beginnings of the Great Mongol Nation - Extra History - Part 5,2018-03-17,3092176,53667,2059,FPYnY_TgQDA,642.0,https://www.youtube.com/watch?v=FPYnY_TgQDA
The History of Sci Fi - H.G. Wells - Extra Sci Fi - Part 2,2018-03-14,321135,9906,486,4S0JVHvL1os,438.0,https://www.youtube.com/watch?v=4S0JVHvL1os
Genghis Khan - Khan of All Mongols - Extra History - Part 4,2018-03-10,3161963,55727,2222,vmYcxEOBk_8,621.0,https://www.youtube.com/watch?v=vmYcxEOBk_8
The History of Sci Fi - Jules Verne - Extra Sci Fi - Part 1,2018-03-07,385712,11737,566,O-_-0O7c-PE,491.0,https://www.youtube.com/watch?v=O-_-0O7c-PE
Genghis Khan - The Debut of Temüjin Khan - Extra History - Part 3,2018-03-03,3327049,55751,1661,IvUDNSfSQdU,628.0,https://www.youtube.com/watch?v=IvUDNSfSQdU
Cuban Missile Crisis - Black Saturday - Extra History - Part 3,2018-03-01,2406063,47372,2598,-Ox9wIZeZYg,664.0,https://www.youtube.com/watch?v=-Ox9wIZeZYg
Genghis Khan - The Rivalry of Blood Brothers - Extra History - Part 2,2018-02-24,3731800,62360,1759,61NZrJevZwI,595.0,https://www.youtube.com/watch?v=61NZrJevZwI
Cuban Missile Crisis - Eyeball to Eyeball - Extra History - Part 2,2018-02-22,2893077,43162,1587,QQT4Dt82Kz0,660.0,https://www.youtube.com/watch?v=QQT4Dt82Kz0
Genghis Khan - Temüjin the Child - Extra History - Part 1,2018-02-17,6041077,88501,4063,3cVTVF6ioaY,596.0,https://www.youtube.com/watch?v=3cVTVF6ioaY
Cuban Missile Crisis - The Failed Checkmate - Extra History - Part 1,2018-02-15,4223728,57247,2421,xqJBibhR07w,658.0,https://www.youtube.com/watch?v=xqJBibhR07w
The Martian Chronicles - The New Martians - Extra Sci Fi - Part 3,2018-02-14,195371,7429,325,AJulzRGlifA,379.0,https://www.youtube.com/watch?v=AJulzRGlifA
The Martian Chronicles - Too Human - Extra Sci Fi - Part 2,2018-02-07,227075,7561,305,Dr6G7ePVYjg,388.0,https://www.youtube.com/watch?v=Dr6G7ePVYjg
"♫ ""Immortal Soul"" by Sean and Dean Kiner - Instrumental Music - Extra History",2018-02-03,289363,2974,179,IQFFsCbEJQo,154.0,https://www.youtube.com/watch?v=IQFFsCbEJQo
Khosrau Anushirawan - Lies - Extra History,2018-02-03,244661,4627,566,U66AB7hsqt8,1278.0,https://www.youtube.com/watch?v=U66AB7hsqt8
The Martian Chronicles - A Dying Race - Extra Sci Fi - Part 1,2018-01-31,310665,9466,371,z3tnh0mOGJI,458.0,https://www.youtube.com/watch?v=z3tnh0mOGJI
Cheng I Sao - Pirate Queen - Extra History,2018-01-27,3744729,77801,3292,-p2lhxUqMMQ,650.0,https://www.youtube.com/watch?v=-p2lhxUqMMQ
The Canals of Mars - Eye of the Beholder - Extra Sci Fi,2018-01-24,271971,9157,434,ldFvoglm6C8,495.0,https://www.youtube.com/watch?v=ldFvoglm6C8
Khosrau Anushirawan - On Top of the World - Extra History - Part 5,2018-01-20,1613052,29409,1287,Epuxm-GtT1g,608.0,https://www.youtube.com/watch?v=Epuxm-GtT1g
William Gibson: The Belonging Kind - Extra Sci Fi,2018-01-17,231872,9408,386,oOFB_SJEa-Q,467.0,https://www.youtube.com/watch?v=oOFB_SJEa-Q
Khosrau Anushirawan - Trolling Justinian - Extra History - Part 4,2018-01-13,1734168,27703,1346,z08uc0PolYc,500.0,https://www.youtube.com/watch?v=z08uc0PolYc
William Gibson: The Gernsback Continuum - Semiotic Ghosts - Extra Sci Fi,2018-01-10,276826,8716,495,dWjhxhMI-Qo,509.0,https://www.youtube.com/watch?v=dWjhxhMI-Qo
WW1 Christmas Truce: Letters from the Trenches - Extra History - Part 2,2017-12-24,1651124,39717,1441,9Pey-HmXGfs,521.0,https://www.youtube.com/watch?v=9Pey-HmXGfs
Khosrau Anushirawan - The Immortal Soul - Extra History - Part 3,2017-12-23,1897432,28618,945,bmqLo75E86M,542.0,https://www.youtube.com/watch?v=bmqLo75E86M
William Gibson: The 80s Revolution - Extra Sci Fi,2017-12-20,314775,11595,639,VhoxtWLMqD4,502.0,https://www.youtube.com/watch?v=VhoxtWLMqD4
WW1 Christmas Truce: Silent Night - Extra History - Part 1,2017-12-17,6407608,152083,8292,WUlPNWDvk-c,673.0,https://www.youtube.com/watch?v=WUlPNWDvk-c
