title,published,views,likes,comments,video_id,duration,url,days_since_start,final_cluster,series_name
Grigori Rasputin - The Mad Monk - Russian History - Extra History - Part 1,2021-09-04,1040867,32612.0,1368.0,vHQUAb4v94I,672.0,https://www.youtube.com/watch?v=vHQUAb4v94I,2920,45,Grigori Rasputin
Grigori Rasputin - Royal Blood - Russian History - Extra History - Part 2,2021-09-11,645623,22786.0,850.0,_PQjCZ9Hc2E,662.0,https://www.youtube.com/watch?v=_PQjCZ9Hc2E,2927,45,Grigori Rasputin
Grigori Rasputin - The Dark One - Russian History - Extra History - Part 3,2021-09-18,575646,21121.0,556.0,aVSg-uFwDcY,683.0,https://www.youtube.com/watch?v=aVSg-uFwDcY,2934,45,Grigori Rasputin
Grigori Rasputin - An Infamous Murder - Russian History - Extra History - Part 4,2021-09-25,582648,22655.0,799.0,l8iTHsS-Iu0,674.0,https://www.youtube.com/watch?v=l8iTHsS-Iu0,2941,45,Grigori Rasputin
Grigori Rasputin - LIES - Russian History - Extra History,2021-10-16,92410,2852.0,202.0,-a4aptt3HTA,1578.0,https://www.youtube.com/watch?v=-a4aptt3HTA,2962,45,Grigori Rasputin
Hiawatha - The Great Law of Peace - Extra History - Part 1,2016-08-25,1847747,33717.0,1562.0,79RApCgwZFw,600.0,https://www.youtube.com/watch?v=79RApCgwZFw,1084,122,Hiawatha
Hiawatha - Government for the People - Extra History - Part 2,2016-09-01,1201959,29943.0,1476.0,RPtUSKKzBcM,614.0,https://www.youtube.com/watch?v=RPtUSKKzBcM,1091,122,Hiawatha
History of Beer - Building a Civilization - World History - Extra History - Part 1,2022-03-19,767992,26861.0,824.0,KJsWaJVtZWA,662.0,https://www.youtube.com/watch?v=KJsWaJVtZWA,3116,14,History of Beer
History of Beer  - Barbarian Brew - World History - Extra History - Part 2,2022-03-26,534373,18843.0,508.0,RgV9s9ez2cc,623.0,https://www.youtube.com/watch?v=RgV9s9ez2cc,3123,14,History of Beer
History of Beer  - Hopping Mad - World History - Extra History - Part 3,2022-04-02,469293,16648.0,340.0,nbzZKKDjxLE,660.0,https://www.youtube.com/watch?v=nbzZKKDjxLE,3130,14,History of Beer
History of Beer - Fermenting Revolution - World History - Extra History - Part 4,2022-04-09,427722,15441.0,388.0,6pl-MuQHHTE,638.0,https://www.youtube.com/watch?v=6pl-MuQHHTE,3137,14,History of Beer
History of Beer - Rise of the Beer Barons - World History - Extra History - Part 5,2022-04-17,386852,16211.0,626.0,QIKD5fGbvbc,634.0,https://www.youtube.com/watch?v=QIKD5fGbvbc,3145,14,History of Beer
History of Beer - LIES - World History - Extra History,2022-04-30,71804,2332.0,184.0,8-p-4Cw0ElI,1715.0,https://www.youtube.com/watch?v=8-p-4Cw0ElI,3158,14,History of Beer
History of England - The 100 Years War  - Part 1 - Extra History,2019-05-25,2526191,53970.0,1756.0,i0NXWfCLIfI,512.0,https://www.youtube.com/watch?v=i0NXWfCLIfI,2087,59,History of England
History of England - Fire and Swords - Part 2 - Extra History,2019-06-01,1450019,32228.0,1145.0,w5K2K-S013U,547.0,https://www.youtube.com/watch?v=w5K2K-S013U,2094,59,History of England
History of England - The Devastation of France - Part 3 - Extra History,2019-06-08,1257807,27679.0,709.0,JWuxh-e87dg,503.0,https://www.youtube.com/watch?v=JWuxh-e87dg,2101,59,History of England
History of England - Agincourt - Part 5 - Extra History,2019-06-22,1182964,27027.0,872.0,mUgMlZU9TSw,563.0,https://www.youtube.com/watch?v=mUgMlZU9TSw,2115,59,History of England
History of England - A New Future - Part 6 - Extra History,2019-06-29,973576,26258.0,872.0,SuidVI9ENN8,581.0,https://www.youtube.com/watch?v=SuidVI9ENN8,2122,59,History of England
History of Space Travel - Looking to the Stars - Extra History - Part 1,2019-10-31,418012,13268.0,541.0,P6JARo6bgpY,596.0,https://www.youtube.com/watch?v=P6JARo6bgpY,2246,54,History of Space Travel
History of Space Travel - Revolutions - Extra History - Part 2,2019-11-07,342891,10334.0,458.0,VB7f2BVPrvA,680.0,https://www.youtube.com/watch?v=VB7f2BVPrvA,2253,54,History of Space Travel
History of Space Travel - Kill Devil to V-2 - Extra History - Part 3,2019-11-14,351677,10043.0,567.0,YT1q0hS9yKo,668.0,https://www.youtube.com/watch?v=YT1q0hS9yKo,2260,54,History of Space Travel
History of Space Travel - Red Star - Extra History - Part 4,2019-11-28,283595,8748.0,401.0,WjgpEr6majo,651.0,https://www.youtube.com/watch?v=WjgpEr6majo,2274,54,History of Space Travel
History of Space Travel - One Small Step - Extra History - Part 5,2019-12-05,276945,8676.0,452.0,WNrhPOCZFwQ,676.0,https://www.youtube.com/watch?v=WNrhPOCZFwQ,2281,54,History of Space Travel
History of Space Travel - Guided by Starlight - Extra History - Part 6,2019-12-12,238253,9236.0,559.0,i2CwEBaLU8U,686.0,https://www.youtube.com/watch?v=i2CwEBaLU8U,2288,54,History of Space Travel
Ibn Battuta - The Great Traveler - Extra History - Part 1,2020-03-07,1411875,40343.0,2069.0,TEI0sVYKtg8,523.0,https://www.youtube.com/watch?v=TEI0sVYKtg8,2374,3,Ibn Battuta
Ibn Battuta - Mongols and Mystics - Extra History - Part 2,2020-03-14,884479,26635.0,1086.0,7mNXbUAxdVI,517.0,https://www.youtube.com/watch?v=7mNXbUAxdVI,2381,3,Ibn Battuta
Ibn Battuta - The Mad Sultan - Extra History - Part 3,2020-03-21,786035,25014.0,1061.0,Ia3WdlvfnBU,553.0,https://www.youtube.com/watch?v=Ia3WdlvfnBU,2388,3,Ibn Battuta
Ibn Battuta - Escape to China - Extra History - Part 4,2020-03-27,731657,23504.0,865.0,dqZYZOjRlmA,546.0,https://www.youtube.com/watch?v=dqZYZOjRlmA,2394,3,Ibn Battuta
Ibn Battuta - Plague and Homecoming - Extra History - Part 5,2020-04-04,725133,26839.0,1127.0,WMlwlHHnMsI,543.0,https://www.youtube.com/watch?v=WMlwlHHnMsI,2402,3,Ibn Battuta
Ibn Battuta - Lies - Extra History,2020-04-18,234644,6086.0,583.0,G9HO75wcoUU,1690.0,https://www.youtube.com/watch?v=G9HO75wcoUU,2416,3,Ibn Battuta
Irish Potato Famine - Isle of Blight - Part 1 - Extra History,2019-02-16,2734694,53150.0,4165.0,gAnT21xGdSk,629.0,https://www.youtube.com/watch?v=gAnT21xGdSk,1989,11,Irish Potato Famine
Irish Potato Famine - The Corn Laws - Part 2 - Extra History,2019-02-23,1729389,36288.0,1994.0,E4Dc0ltgf3I,631.0,https://www.youtube.com/watch?v=E4Dc0ltgf3I,1996,11,Irish Potato Famine
Irish Potato Famine - Black '47 - Part 3 - Extra History,2019-03-02,1509854,34214.0,3271.0,6DP8INm09nY,681.0,https://www.youtube.com/watch?v=6DP8INm09nY,2003,11,Irish Potato Famine
Irish Potato Famine - The American Wake - Part 4 - Extra History,2019-03-09,1350832,32534.0,1583.0,csNlKTRJiS0,633.0,https://www.youtube.com/watch?v=csNlKTRJiS0,2010,11,Irish Potato Famine
Irish Potato Famine - The Young and the Old - Part 5 - Extra History,2019-03-16,1288831,36897.0,1770.0,iLlNAwyUFBs,648.0,https://www.youtube.com/watch?v=iLlNAwyUFBs,2017,11,Irish Potato Famine
Irish Potato Famine - Lies - Extra History,2019-03-30,173583,4447.0,428.0,q3cE_pQhBOU,1611.0,https://www.youtube.com/watch?v=q3cE_pQhBOU,2031,11,Irish Potato Famine
The Pazzi Conspiracy 1: The Pope’s Plot | Italian History | Extra History,2024-12-14,439686,15978.0,460.0,3a80aHHIqZ0,722.0,https://www.youtube.com/watch?v=3a80aHHIqZ0,4117,12,Italian History
The Pazzi Conspiracy 2: Blood in the Cathedral | Italian History | Extra History,2024-12-21,298602,12608.0,299.0,iZ7ZwxcfMmM,566.0,https://www.youtube.com/watch?v=iZ7ZwxcfMmM,4124,12,Italian History
The Pazzi Conspiracy 3: Street Justice | Italian History | Extra History,2024-12-28,276729,12285.0,471.0,EGmv70-WQyo,608.0,https://www.youtube.com/watch?v=EGmv70-WQyo,4131,12,Italian History
The Pazzi Conspiracy 4: Well Executed | Italian History | Extra History,2025-01-04,269370,12187.0,274.0,-dDwWxU8BiA,611.0,https://www.youtube.com/watch?v=-dDwWxU8BiA,4138,12,Italian History
The Pazzi Conspiracy | LIES | Extra History,2025-01-15,70143,2194.0,142.0,pdkWyqjD1M0,1838.0,https://www.youtube.com/watch?v=pdkWyqjD1M0,4149,12,Italian History
Japanese Militarism - Drawing the Knife - Extra History - Part 1,2021-12-11,1024758,31038.0,594.0,JEG09-Aynco,632.0,https://www.youtube.com/watch?v=JEG09-Aynco,3018,43,Japanese Militarism
Japanese Militarism - Taisho Democracy - Extra History - Part 2,2021-12-18,736240,22273.0,639.0,DcuvpihOmrQ,669.0,https://www.youtube.com/watch?v=DcuvpihOmrQ,3025,43,Japanese Militarism
Japanese Militarism - Blood on the Railway - Extra History - Part 3,2021-12-25,614613,19189.0,360.0,39VVdj1t76Y,656.0,https://www.youtube.com/watch?v=39VVdj1t76Y,3032,43,Japanese Militarism
Götz of the Iron Hand - Cyborg Knight Prosthetics - European History - Extra History,2021-12-30,612429,28116.0,999.0,tu6cvBtMIGU,570.0,https://www.youtube.com/watch?v=tu6cvBtMIGU,3037,104,Japanese Militarism
Japanese Militarism - Government by Assassination - Extra History - Part 4,2022-01-01,563963,19340.0,712.0,gKXRPjYcNuU,616.0,https://www.youtube.com/watch?v=gKXRPjYcNuU,3039,43,Japanese Militarism
Japanese Militarism - Marco... Polo... - Extra History - Part 5,2022-01-08,564842,19545.0,621.0,_JC_fFkj5g4,651.0,https://www.youtube.com/watch?v=_JC_fFkj5g4,3046,104,Japanese Militarism
The Zimmermann Telegram - Best of Frenemies - WWI History - Extra History,2022-01-15,565084,20915.0,575.0,aOT9F6pU_qY,620.0,https://www.youtube.com/watch?v=aOT9F6pU_qY,3053,104,Japanese Militarism
Japanese Militarism - LIES - Extra History,2022-01-24,107600,3443.0,224.0,m_MmSc1H2m0,1629.0,https://www.youtube.com/watch?v=m_MmSc1H2m0,3062,104,Japanese Militarism
Jewish Pirates - Fleeing the Inquisition - European History - Part 1 - Extra History,2021-04-10,737153,25303.0,1404.0,ZDvmzPlmra8,706.0,https://www.youtube.com/watch?v=ZDvmzPlmra8,2773,46,Jewish Pirates
Jewish Pirates - Barbarossa’s Sidekick - European History - Part 2 - Extra History,2021-04-17,549926,18214.0,650.0,T_zCkAzeazI,667.0,https://www.youtube.com/watch?v=T_zCkAzeazI,2780,46,Jewish Pirates
Jewish Pirates - The Pirate Rabbi - European History - Part 3 - Extra History,2021-04-24,441147,16712.0,578.0,m21_Ul22jSw,649.0,https://www.youtube.com/watch?v=m21_Ul22jSw,2787,46,Jewish Pirates
Jewish Pirates - Treasure for Days! & The New World - European History - Part 4 - Extra History,2021-05-01,415531,16287.0,560.0,PPF2HgFpjZU,737.0,https://www.youtube.com/watch?v=PPF2HgFpjZU,2794,46,Jewish Pirates
Jewish Pirates - Lies - European History - Extra History,2021-05-22,71789,2407.0,226.0,WTiFs1EXBhk,1579.0,https://www.youtube.com/watch?v=WTiFs1EXBhk,2815,46,Jewish Pirates
Joan of Arc - The Mad King - Part 1 - Extra History,2019-07-06,1824776,44426.0,1784.0,4XFVzpJxgUk,643.0,https://www.youtube.com/watch?v=4XFVzpJxgUk,2129,17,Joan of Arc
Joan of Arc - Angels and Demons - Part 2 - Extra History,2019-07-13,1165594,31732.0,1245.0,ZphBpO5qUkg,620.0,https://www.youtube.com/watch?v=ZphBpO5qUkg,2136,17,Joan of Arc
Joan of Arc - The Maid of Orleans - Part 3 - Extra History,2019-07-20,974169,29598.0,1257.0,WQZimRmHEuw,642.0,https://www.youtube.com/watch?v=WQZimRmHEuw,2143,17,Joan of Arc
Joan of Arc - Thy Kingdom Come - Part 4 - Extra History,2019-07-27,919642,26488.0,883.0,JuuYBVsg_Hg,635.0,https://www.youtube.com/watch?v=JuuYBVsg_Hg,2150,17,Joan of Arc
Joan of Arc - Heroine or Heretic? - Part 5 - Extra History,2019-08-03,860951,28777.0,1250.0,C12SCeVmGAw,626.0,https://www.youtube.com/watch?v=C12SCeVmGAw,2157,17,Joan of Arc
Joan of Arc - Lies - Extra History,2019-08-17,145525,4121.0,287.0,Brnoj4CCGG0,1413.0,https://www.youtube.com/watch?v=Brnoj4CCGG0,2171,17,Joan of Arc
Hero or Terrorist? - John Brown - US History - Part 1 - Extra History,2023-03-04,1036878,36655.0,2555.0,UghaZOr2umU,682.0,https://www.youtube.com/watch?v=UghaZOr2umU,3466,35,John Brown - US History
Choosing Violence - John Brown - US History - Part 2 - Extra History,2023-03-11,677437,26636.0,846.0,YQk1YUbbzOo,715.0,https://www.youtube.com/watch?v=YQk1YUbbzOo,3473,35,John Brown - US History
Bleeding Kansas - John Brown - US History - Part 3 - Extra History,2023-03-18,620124,23941.0,1062.0,S2StQEwx3W0,783.0,https://www.youtube.com/watch?v=S2StQEwx3W0,3480,35,John Brown - US History
The Raid on Harper’s Ferry  - John Brown - US History - Part 4 - Extra History,2023-03-25,519507,20775.0,768.0,G1K57zt5rUE,673.0,https://www.youtube.com/watch?v=G1K57zt5rUE,3487,35,John Brown - US History
Battle Hymn of the Republic  - John Brown - US History - Part 5 - Extra History,2023-04-01,550912,27927.0,1185.0,TYWjNkNsCLw,721.0,https://www.youtube.com/watch?v=TYWjNkNsCLw,3494,35,John Brown - US History
John Brown - LIES - US History - Extra History,2023-04-15,76564,2818.0,224.0,4gc_m1IM7dI,1999.0,https://www.youtube.com/watch?v=4gc_m1IM7dI,3508,35,John Brown - US History
Justinian & Theodora - The Cracks Begin to Spread - Extra History - Part 7,2016-01-23,1442428,23254.0,1037.0,oUtEJtBeCaQ,546.0,https://www.youtube.com/watch?v=oUtEJtBeCaQ,869,81,Justinian & Theodora
Justinian & Theodora - Bad Faith - Extra History - Part 8,2016-01-30,1273768,21661.0,550.0,EO9DuuhNEoE,480.0,https://www.youtube.com/watch?v=EO9DuuhNEoE,876,81,Justinian & Theodora
Justinian & Theodora - Justinian's Rival - Extra History - Part 9,2016-02-06,1301817,21321.0,1004.0,aN1imOXR4b4,515.0,https://www.youtube.com/watch?v=aN1imOXR4b4,883,81,Justinian & Theodora
Theodora - This is My Empire - Extra History - Part 10,2016-02-13,1300218,22478.0,1105.0,RwXAGiIVsgQ,469.0,https://www.youtube.com/watch?v=RwXAGiIVsgQ,890,81,Justinian & Theodora
Justinian & Theodora - The Emperor Who Never Sleeps - Extra History - Part 11,2016-02-20,1233537,21907.0,981.0,I6vn6uRlPL8,538.0,https://www.youtube.com/watch?v=I6vn6uRlPL8,897,81,Justinian & Theodora
"Justinian - Caesar I was, and am Justinian - Extra History - Part 12",2016-02-27,1142350,30298.0,1697.0,6oHr-zd6Bew,448.0,https://www.youtube.com/watch?v=6oHr-zd6Bew,904,81,Justinian & Theodora
Justinian & Theodora - Lies 2 - Extra History,2016-03-05,302432,5505.0,433.0,wNs4Lklnky4,980.0,https://www.youtube.com/watch?v=wNs4Lklnky4,911,81,Justinian & Theodora
Kamehameha the Great - The Lonely One - Extra History - Part 1,2017-06-03,2413799,42459.0,3261.0,yIfgic6W09Y,552.0,https://www.youtube.com/watch?v=yIfgic6W09Y,1366,121,Kamehameha the Great
D-Day 1: The Great Crusade | WW2 | Extra History,2017-06-06,7926119,98975.0,4490.0,-KY1pDLulF4,626.0,https://www.youtube.com/watch?v=-KY1pDLulF4,1369,121,Kamehameha the Great
Kamehameha the Great - Law of the Splintered Paddle - Extra History - Part 2,2017-06-10,1674303,30835.0,1199.0,lY8c8jDPSgE,635.0,https://www.youtube.com/watch?v=lY8c8jDPSgE,1373,121,Kamehameha the Great
D-Day 4: The Atlantic Wall | WW2 | Extra History,2017-06-29,3838230,52510.0,1662.0,KxFliX-w6kI,649.0,https://www.youtube.com/watch?v=KxFliX-w6kI,1392,121,Kamehameha the Great
"Khosrau Anushirawan - Like Father, Like Son - Extra History - Part 1",2017-12-09,2862590,39981.0,1521.0,bJL2Vnc5vLo,568.0,https://www.youtube.com/watch?v=bJL2Vnc5vLo,1555,66,Khosrau Anushirawan
Khosrau Anushirawan - Prince of Persia - Extra History - Part 2,2017-12-16,2075221,30757.0,1351.0,GMVZSxkgcGk,612.0,https://www.youtube.com/watch?v=GMVZSxkgcGk,1562,66,Khosrau Anushirawan
Khosrau Anushirawan - The Immortal Soul - Extra History - Part 3,2017-12-23,1897432,28618.0,945.0,bmqLo75E86M,542.0,https://www.youtube.com/watch?v=bmqLo75E86M,1569,66,Khosrau Anushirawan
Khosrau Anushirawan - Trolling Justinian - Extra History - Part 4,2018-01-13,1734168,27703.0,1346.0,z08uc0PolYc,500.0,https://www.youtube.com/watch?v=z08uc0PolYc,1590,119,Khosrau Anushirawan
Khosrau Anushirawan - On Top of the World - Extra History - Part 5,2018-01-20,1613052,29409.0,1287.0,Epuxm-GtT1g,608.0,https://www.youtube.com/watch?v=Epuxm-GtT1g,1597,119,Khosrau Anushirawan
Cheng I Sao - Pirate Queen - Extra History,2018-01-27,3744729,77801.0,3292.0,-p2lhxUqMMQ,650.0,https://www.youtube.com/watch?v=-p2lhxUqMMQ,1604,119,Khosrau Anushirawan
Khosrau Anushirawan - Lies - Extra History,2018-02-03,244661,4627.0,566.0,U66AB7hsqt8,1278.0,https://www.youtube.com/watch?v=U66AB7hsqt8,1611,119,Khosrau Anushirawan
Kingdom of Majapahit - An Empire of Water - Part 1 - Extra History,2018-08-25,2236923,56406.0,5655.0,n4zGw2OewIk,636.0,https://www.youtube.com/watch?v=n4zGw2OewIk,1814,61,Kingdom of Majapahit
Kingdom of Majapahit - Wrath of the Khan - Part 2 - Extra History,2018-09-15,1331639,30014.0,2197.0,bZKHATDgPO0,592.0,https://www.youtube.com/watch?v=bZKHATDgPO0,1835,61,Kingdom of Majapahit
Kingdom of Majapahit - Master of Intrigue - Part 3 - Extra History,2018-09-22,1080279,25239.0,1603.0,WOw9feCjpME,645.0,https://www.youtube.com/watch?v=WOw9feCjpME,1842,61,Kingdom of Majapahit
Kingdom of Majapahit - The Golden Reign - Part 4 - Extra History,2018-09-29,971974,25865.0,2004.0,k_7lo61DkBM,650.0,https://www.youtube.com/watch?v=k_7lo61DkBM,1849,61,Kingdom of Majapahit
Kingdom of Majapahit - Changing Winds - Part 5 - Extra History,2018-10-06,872554,25294.0,2044.0,1gGoSOpf34E,741.0,https://www.youtube.com/watch?v=1gGoSOpf34E,1856,61,Kingdom of Majapahit
Kingdom of Majapahit - Lies - Extra History,2018-10-20,206751,5469.0,755.0,v826Hrhupww,1360.0,https://www.youtube.com/watch?v=v826Hrhupww,1870,61,Kingdom of Majapahit
Korea: Admiral Yi - Keep Beating the Drum - Extra History - Part 1,2015-09-26,4466958,63626.0,3429.0,3ieaDfD_h6s,472.0,https://www.youtube.com/watch?v=3ieaDfD_h6s,750,84,Korea: Admiral Yi
Korea: Admiral Yi - Be Like a Mountain - Extra History - Part 2,2015-10-03,3106976,42786.0,1737.0,hKBOoPfMvLc,499.0,https://www.youtube.com/watch?v=hKBOoPfMvLc,757,84,Korea: Admiral Yi
Korea: Admiral Yi - The Bright Moonlight of Hansando - Extra History - Part 3,2015-10-10,2847097,41047.0,2091.0,p97Xa6aB2jA,533.0,https://www.youtube.com/watch?v=p97Xa6aB2jA,764,84,Korea: Admiral Yi
Korea: Admiral Yi - Those Who Seek Death Shall Live - Extra History - Part 4,2015-10-17,2778106,42737.0,3244.0,QTan6eDphCk,619.0,https://www.youtube.com/watch?v=QTan6eDphCk,771,84,Korea: Admiral Yi
Korea: Admiral Yi - Martial Lord of Loyalty - Extra History - Part 5,2015-10-24,2679145,61843.0,5666.0,39Gsx6PaxiY,445.0,https://www.youtube.com/watch?v=39Gsx6PaxiY,778,84,Korea: Admiral Yi
Korea: Admiral Yi - Lies - Extra History,2015-11-07,715252,12763.0,1137.0,C3yCzHIbkgA,1240.0,https://www.youtube.com/watch?v=C3yCzHIbkgA,792,84,Korea: Admiral Yi
Mary Seacole - A Bold Front to Fortune - Extra History - Part 1,2016-01-09,1844004,30603.0,1335.0,xT9BTuBtCJs,558.0,https://www.youtube.com/watch?v=xT9BTuBtCJs,855,123,Mary Seacole
Mary Seacole - Mother Seacole in the Crimea - Extra History - Part 2,2016-01-16,1385358,37242.0,1607.0,eADLWvWqK5Q,608.0,https://www.youtube.com/watch?v=eADLWvWqK5Q,862,123,Mary Seacole
Syphilis - The Great Imitator - Medical History - Extra History - Part 1,2020-08-27,924446,31328.0,1226.0,gnwKRHBiWb4,604.0,https://www.youtube.com/watch?v=gnwKRHBiWb4,2547,125,Medical History
Syphilis - The Killer Cure - Medical History - Extra History - Part 2,2020-09-03,626153,23868.0,940.0,fdjBBGJvem0,611.0,https://www.youtube.com/watch?v=fdjBBGJvem0,2554,125,Medical History
Battle of the Pyramids - Napoleon in Egypt - Part 2 - Extra History,2023-04-29,528392,19261.0,502.0,ne4guurtnVI,701.0,https://www.youtube.com/watch?v=ne4guurtnVI,3522,34,Napoleon in Egypt
Death on the Nile - Napoleon in Egypt - Part 3 - Extra History,2023-05-06,466143,17080.0,545.0,PRR9BRYTbD4,686.0,https://www.youtube.com/watch?v=PRR9BRYTbD4,3529,34,Napoleon in Egypt
Bonaparte Bails - Napoleon in Egypt - Part 4 - Extra History,2023-05-13,389882,15080.0,542.0,oDiTVL8cUJ4,727.0,https://www.youtube.com/watch?v=oDiTVL8cUJ4,3536,34,Napoleon in Egypt
"""His Pants Full of Sh*t"" - Napoleon in Egypt - Part 5 - Extra History",2023-05-20,339552,14455.0,510.0,XZsZOX_-4Cc,683.0,https://www.youtube.com/watch?v=XZsZOX_-4Cc,3543,34,Napoleon in Egypt
Napoleon in Egypt - LIES - Extra History,2023-06-03,65660,2053.0,124.0,T6Jo2pQ_eKg,1832.0,https://www.youtube.com/watch?v=T6Jo2pQ_eKg,3557,34,Napoleon in Egypt
Sitting Bull: Origin of a Legend - Native American History - Part 1 - Extra History,2024-02-17,404742,16983.0,435.0,CSa-aSM59JE,670.0,https://www.youtube.com/watch?v=CSa-aSM59JE,3816,24,Native American History
Sitting Bull: No Reservations - Native American History - Part 2 - Extra History,2024-02-24,266266,12178.0,396.0,WI7TTeqrZm4,644.0,https://www.youtube.com/watch?v=WI7TTeqrZm4,3823,24,Native American History
Sitting Bull: Battle of the Little Bighorn - Native American History - Part 3 - Extra History,2024-03-02,268219,12630.0,307.0,QYmyL9kwIJ4,646.0,https://www.youtube.com/watch?v=QYmyL9kwIJ4,3830,24,Native American History
The Murder of Sitting Bull - Native American History - Part 4 - Extra History,2024-03-09,230773,12067.0,576.0,YivoXjsOCPU,717.0,https://www.youtube.com/watch?v=YivoXjsOCPU,3837,24,Native American History
Sitting Bull - LIES - Native American History - Extra History,2024-03-30,76446,2086.0,168.0,Z_UraQtpL9E,1489.0,https://www.youtube.com/watch?v=Z_UraQtpL9E,3858,24,Native American History
Mutiny on the Bounty 1: Disaster in the Making | Naval History | Extra History,2025-05-17,372525,13927.0,505.0,i8p4Uv6Hpjs,1047.0,https://www.youtube.com/watch?v=i8p4Uv6Hpjs,4271,2,Naval History
Mutiny on the Bounty 2: Cast Adrift | Naval History | Extra History,2025-05-31,228596,10497.0,328.0,p0eOXXKMLCA,1030.0,https://www.youtube.com/watch?v=p0eOXXKMLCA,4285,2,Naval History
Mutiny on the Bounty 3: Global Manhunt | Naval History | Extra History,2025-06-14,227719,10809.0,371.0,-JJuH5F5dmo,1046.0,https://www.youtube.com/watch?v=-JJuH5F5dmo,4299,2,Naval History
Mutiny on the Bounty | Lies | Extra History,2025-07-02,28262,1272.0,77.0,mrhganQPwv8,1746.0,https://www.youtube.com/watch?v=mrhganQPwv8,4317,2,Naval History
Ned Kelly - Becoming a Bushranger - Extra History - Part 1,2017-03-18,2425236,37036.0,1547.0,a1WmidFwFzY,519.0,https://www.youtube.com/watch?v=a1WmidFwFzY,1289,72,Ned Kelly
Ned Kelly - Under Suspicion - Extra History - Part 2,2017-03-25,1768514,28334.0,1010.0,jry47Hf1y80,623.0,https://www.youtube.com/watch?v=jry47Hf1y80,1296,72,Ned Kelly
Ned Kelly - Shoot Out at Stringybark Creek - Extra History - Part 3,2017-04-01,1523434,24925.0,848.0,sZ2b9ys7ALI,569.0,https://www.youtube.com/watch?v=sZ2b9ys7ALI,1303,72,Ned Kelly
Ned Kelly - Kelly Country - Extra History - Part 4,2017-04-08,1561585,26505.0,1145.0,S1qffXgDqNM,583.0,https://www.youtube.com/watch?v=S1qffXgDqNM,1310,72,Ned Kelly
Ned Kelly - The Iron Outlaw - Extra History - Part 5,2017-04-15,1477064,30432.0,2108.0,fBc0BnIHFbE,514.0,https://www.youtube.com/watch?v=fBc0BnIHFbE,1317,72,Ned Kelly
Ned Kelly - Lies - Extra History,2017-04-29,341348,5335.0,561.0,arON4ofhKd8,2530.0,https://www.youtube.com/watch?v=arON4ofhKd8,1331,72,Ned Kelly
Otto von Bismarck - The Wildman Bismarck - Extra History - Part 1,2017-10-14,4720569,73667.0,2636.0,zc3Y-dU_GjM,560.0,https://www.youtube.com/watch?v=zc3Y-dU_GjM,1499,67,Otto von Bismarck
Otto von Bismarck - A Man of Great Ideas - Extra History - Part 2,2017-10-21,3197330,49333.0,1412.0,LsxmsHBRl1M,603.0,https://www.youtube.com/watch?v=LsxmsHBRl1M,1506,67,Otto von Bismarck
Otto von Bismarck - Iron and Blood - Extra History - Part 3,2017-10-28,2919242,44452.0,1246.0,KnJDZpi3EBI,540.0,https://www.youtube.com/watch?v=KnJDZpi3EBI,1513,67,Otto von Bismarck
Otto von Bismarck - The Iron Chancellor - Extra History - Part 4,2017-11-04,2722945,43177.0,1673.0,bKnIfv7wKk0,552.0,https://www.youtube.com/watch?v=bKnIfv7wKk0,1520,67,Otto von Bismarck
Otto von Bismarck - Prussia Ascendant - Extra History - Part 5,2017-11-11,2847963,46395.0,2124.0,jCFt0CQ8aEk,639.0,https://www.youtube.com/watch?v=jCFt0CQ8aEk,1527,67,Otto von Bismarck
Otto von Bismarck - Germany! - Extra History - Part 6,2017-11-18,2701554,49186.0,1920.0,G9bqCd7sRg0,410.0,https://www.youtube.com/watch?v=G9bqCd7sRg0,1534,67,Otto von Bismarck
Otto von Bismarck - Lies - Extra History,2017-12-02,362851,7268.0,553.0,nkc87DmiDwI,965.0,https://www.youtube.com/watch?v=nkc87DmiDwI,1548,67,Otto von Bismarck
Policing London - The Thief-Taker General - Extra History - Part 1,2019-11-30,2378724,59315.0,1376.0,XvMQY_y4qx8,625.0,https://www.youtube.com/watch?v=XvMQY_y4qx8,2276,1,Policing London
Policing London - The Fall of Jonathan Wild - Extra History - Part 2,2019-12-07,1571993,41445.0,772.0,h9siL4CWTe4,606.0,https://www.youtube.com/watch?v=h9siL4CWTe4,2283,1,Policing London
Policing London - The Bow Street Runners - Extra History - Part 3,2019-12-14,1356587,34155.0,566.0,H5l75BSJZo8,590.0,https://www.youtube.com/watch?v=H5l75BSJZo8,2290,1,Policing London
Policing London - His Majesty King Mob - Extra History - Part 4,2019-12-21,1078974,26839.0,574.0,3Y3H42_8LZU,567.0,https://www.youtube.com/watch?v=3Y3H42_8LZU,2297,1,Policing London
Policing London - Scotland Yard at Last - Extra History - Part 5,2019-12-28,1009480,28209.0,969.0,qprhL2Jh2Ds,583.0,https://www.youtube.com/watch?v=qprhL2Jh2Ds,2304,1,Policing London
Policing London - Lies - Extra History,2020-01-11,131299,2869.0,148.0,Z8zj6TQUi5U,1528.0,https://www.youtube.com/watch?v=Z8zj6TQUi5U,2318,1,Policing London
Quantum Computing - The Foundation of Everything - Part 1 - Extra History,2018-09-16,824249,23083.0,1516.0,iol5936dZho,526.0,https://www.youtube.com/watch?v=iol5936dZho,1836,60,Quantum Computing
